"","protid","Organism","Taxonomic.lineage","Kingdom","Phylum","Order"
"399","S7QPI6","Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Gloeophyllales (order), Gloeophyllaceae (family), Gloeophyllum (genus), Gloeophyllum trabeum (species)","Fungi","Basidiomycota","Gloeophyllales"
"400","U1HFI3","Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Verrucariales (order), Verrucariaceae (family), Endocarpon (genus), Endocarpon pusillum (species)","Fungi","Ascomycota","Verrucariales"
"401","W2RYH4","Cyphellophora europaea CBS 101466","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Cyphellophoraceae (family), Cyphellophora (genus), Cyphellophora europaea (species)","Fungi","Ascomycota","Chaetothyriales"
"402","W4KQ95","Heterobasidion irregulare (strain TC 32-1)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Russulales (order), Bondarzewiaceae (family), Heterobasidion (genus), Heterobasidion annosum species complex (no rank), Heterobasidion irregulare (species)","Fungi","Basidiomycota","Russulales"
"403","W6Z0Z5","Bipolaris oryzae ATCC 44560","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Pleosporaceae (family), Bipolaris (genus), Cochliobolus miyabeanus (species)","Fungi","Ascomycota","Pleosporales"
"404","W9VX42","Cladophialophora yegresii CBS 114405","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Cladophialophora (genus), Cladophialophora yegresii (species)","Fungi","Ascomycota","Chaetothyriales"
"405","W9X123","Cladophialophora psammophila CBS 110553","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Cladophialophora (genus), Cladophialophora psammophila (species)","Fungi","Ascomycota","Chaetothyriales"
"406","W9YHP9","Capronia epimyces CBS 606.96","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Capronia (genus), Capronia epimyces (species)","Fungi","Ascomycota","Chaetothyriales"
"407","W9YYW0","Capronia coronata CBS 617.96","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Capronia (genus), Capronia coronata (species)","Fungi","Ascomycota","Chaetothyriales"
"408","A0A5D3B379","Cryptococcus floricola","Cryptococcus (genus), Cryptococcaceae (family), Tremellales (order), Tremellomycetes (class), Agaricomycotina (subphylum), Basidiomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Basidiomycota","Tremellales"
"409","A0A061AJ95","Cyberlindnera fabianii (Yeast) (Hansenula fabianii)","Cyberlindnera (genus), Phaffomycetaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Saccharomycetales"
"410","A0A1Y1WR15","Anaeromyces robustus","Anaeromyces (genus), Neocallimastigaceae (family), Neocallimastigales (order), Neocallimastigomycetes (class), Chytridiomycota incertae sedis (no rank), Chytridiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Chytridiomycota","Neocallimastigales"
"411","A0A1Y1UYW7","Piromyces finnis","Piromyces (genus), Neocallimastigaceae (family), Neocallimastigales (order), Neocallimastigomycetes (class), Chytridiomycota incertae sedis (no rank), Chytridiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Chytridiomycota","Neocallimastigales"
"412","A0A137NZP7","Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata)","Conidiobolus coronatus (species), Conidiobolus (genus), Ancylistaceae (family), Entomophthorales (order), Entomophthoromycetes (class), Entomophthoromycotina (subphylum), Zoopagomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Zoopagomycota","Entomophthorales"
"413","A0A068RS63","Lichtheimia corymbifera JMRC:FSU:9682","Lichtheimia corymbifera (species), Lichtheimia (genus), Lichtheimiaceae (family), Mucorales (order), Mucoromycetes (class), Mucoromycotina (subphylum), Mucoromycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Mucoromycota","Mucorales"
"414","A0A4P9X4V7","Caulochytrium protostelioides","Caulochytrium (genus), Caulochytriaceae (family), Caulochytriales (order), Chytridiomycetes (class), Chytridiomycota incertae sedis (no rank), Chytridiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Chytridiomycota","Caulochytriales"
"415","A0A1E4T0Y4","[Candida] arabinofermentans NRRL YB-2248","[Candida] arabinofermentans (species), Ogataea/Candida clade (no rank), Ogataea (genus), Pichiaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Saccharomycetales"
"416","A0A4U0URN4","Friedmanniomyces endolithicus","Friedmanniomyces (genus), Teratosphaeriaceae (family), Mycosphaerellales (order), Dothideomycetidae (subclass), Dothideomycetes (class), dothideomyceta (no rank), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Mycosphaerellales"
"417","A0A4U0VMU5","Friedmanniomyces endolithicus","Friedmanniomyces (genus), Teratosphaeriaceae (family), Mycosphaerellales (order), Dothideomycetidae (subclass), Dothideomycetes (class), dothideomyceta (no rank), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Mycosphaerellales"
"418","A0A0U5GWC7","Aspergillus calidoustus","Aspergillus subgen. Nidulantes (subgenus), Aspergillus (genus), Aspergillaceae (family), Eurotiales (order), Eurotiomycetidae (subclass), Eurotiomycetes (class), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Eurotiales"
"419","A0A545A7Y5","Golovinomyces magnicellulatus","Golovinomyces (genus), Erysiphaceae (family), Erysiphales (order), Leotiomycetes (class), sordariomyceta (no rank), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Erysiphales"
"420","A0A1Q5SXG6","Penicillium subrubescens","Penicillium (genus), Aspergillaceae (family), Eurotiales (order), Eurotiomycetidae (subclass), Eurotiomycetes (class), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Eurotiales"
"421","A0A544ZXW1","Golovinomyces magnicellulatus","Golovinomyces (genus), Erysiphaceae (family), Erysiphales (order), Leotiomycetes (class), sordariomyceta (no rank), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Erysiphales"
"422","A0A1E3PH33","Nadsonia fulvescens var. elongata DSM 6958","Nadsonia fulvescens var. elongata (varietas), Nadsonia fulvescens (species), Nadsonia (genus), Saccharomycetales incertae sedis (no rank), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Saccharomycetales"
"423","A0A0C9LYI6","Fungal sp. (strain No.11243)","unclassified Fungi (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","no_phylum_rank","no_order_rank"
"424","A0A642UJ73","Trichomonascus ciferrii","Trichomonascus ciferrii complex (no rank), Trichomonascus (genus), Trichomonascaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Saccharomycetales"
"425","A0A448YQS2","Brettanomyces naardenensis (Yeast)","Brettanomyces (genus), Pichiaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Saccharomycetales"
"426","A0A1E3PZA6","Lipomyces starkeyi NRRL Y-11557","Lipomyces starkeyi (species), Lipomyces (genus), Lipomycetaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Saccharomycetales"
"427","A0A0L0SRU8","Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)","Allomyces macrogynus (species), Allomyces (genus), Blastocladiaceae (family), Blastocladiales (order), Blastocladiomycetes (class), Blastocladiomycota incertae sedis (no rank), Blastocladiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Blastocladiomycota","Blastocladiales"
"428","A0A1Y2I780","Catenaria anguillulae PL171","Catenaria anguillulae (species), Catenaria (genus), Catenariaceae (family), Blastocladiales (order), Blastocladiomycetes (class), Blastocladiomycota incertae sedis (no rank), Blastocladiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Blastocladiomycota","Blastocladiales"
"429","A0A0J9X4T0","Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum)","Geotrichum (genus), Dipodascaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Saccharomycetales"
"430","A0A2T9ZJU9","Smittium megazygosporum","Smittium (genus), Legeriomycetaceae (family), Harpellales (order), Harpellomycetes (class), Kickxellomycotina (subphylum), Zoopagomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Zoopagomycota","Harpellales"
"431","A0A1S8VW33","Batrachochytrium salamandrivorans","Batrachochytrium (genus), Rhizophydiales incertae sedis (no rank), Rhizophydiales (order), Chytridiomycetes (class), Chytridiomycota incertae sedis (no rank), Chytridiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Chytridiomycota","Rhizophydiales"
"432","A0A367YIR9","Candida viswanathii","Candida (genus), Candida/Lodderomyces clade (no rank), Debaryomycetaceae (family), CUG-Ser1 clade (no rank), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Fungi","Ascomycota","Saccharomycetales"
"433","A0A1J4KPB7","Tritrichomonas foetus","Tritrichomonas (genus), Tritrichomonadidae (family), Tritrichomonadida (order), Parabasalia (phylum), Metamonada (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","no_kingdom_rank","Parabasalia","Tritrichomonadida"
"434","A0A833RUX8","Frieseomelitta varia","Frieseomelitta (genus), Meliponini (tribe), Apinae (subfamily), Apidae (family), Apoidea (superfamily), Aculeata (infraorder), Apocrita (suborder), Hymenoptera (order), Endopterygota (cohort), Neoptera (infraclass), Pterygota (subclass), Dicondylia (no rank), Insecta (class), Hexapoda (subphylum), Pancrustacea (no rank), Mandibulata (no rank), Arthropoda (phylum), Panarthropoda (no rank), Ecdysozoa (no rank), Protostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Metazoa","Arthropoda","Hymenoptera"
"435","A0A1A6FVH1","Neotoma lepida (Desert woodrat)","Neotoma (genus), Neotominae (subfamily), Cricetidae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Metazoa","Chordata","Rodentia"
"436","A0A834B3Y8","Phyllostomus discolor (pale spear-nosed bat)","Phyllostomus (genus), Phyllostominae (subfamily), Phyllostomidae (family), Microchiroptera (suborder), Chiroptera (order), Laurasiatheria (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)","Metazoa","Chordata","Chiroptera"
